date,season,home_team,away_team,home_points,away_points,total_points,point_diff,winner,neutral_site,postseason
2014-11-22,2014,Utah,Arizona,10,42,52,-32,Arizona,False,False
2014-11-22,2014,Notre Dame,Louisville,28,31,59,-3,Louisville,False,False
2014-11-22,2014,Iowa,Wisconsin,24,26,50,-2,Wisconsin,False,False
2014-11-22,2014,New Mexico State,UL-Monroe,17,30,47,-13,UL-Monroe,False,False
2014-11-22,2014,California,Stanford,17,38,55,-21,Stanford,False,False
2014-11-22,2014,Memphis,USF,31,20,51,11,Memphis,False,False
2014-11-22,2014,Alabama,Western Carolina,48,14,62,34,Alabama,False,False
2014-11-22,2014,Oregon,Colorado,44,10,54,34,Oregon,False,False
2014-11-22,2014,Auburn,Samford,31,7,38,24,Auburn,False,False
2014-11-22,2014,Virginia,Miami (FL),30,13,43,17,Virginia,False,False
2014-11-22,2014,Middle Tennessee,Florida Atlantic,35,34,69,1,Middle Tennessee,False,False
2014-11-22,2014,Baylor,Oklahoma State,49,28,77,21,Baylor,False,False
2014-11-22,2014,Tennessee,Missouri,21,29,50,-8,Missouri,False,False
2014-11-22,2014,Mississippi State,Vanderbilt,51,0,51,51,Mississippi State,False,False
2014-11-22,2014,UCLA,USC,38,20,58,18,UCLA,False,False
2014-11-22,2014,Connecticut,Cincinnati,0,41,41,-41,Cincinnati,False,False
2014-11-22,2014,Wyoming,Boise State,14,63,77,-49,Boise State,False,False
2014-11-22,2014,Washington,Oregon State,37,13,50,24,Washington,False,False
2014-11-22,2014,Nevada,Fresno State,20,40,60,-20,Fresno State,False,False
2014-11-22,2014,Hawaii,UNLV,37,35,72,2,Hawaii,False,False
2014-11-25,2014,Miami (OH),Ohio,21,24,45,-3,Ohio,False,False
2014-11-27,2014,Texas,TCU,10,48,58,-38,TCU,False,False
2014-11-27,2014,Texas A&M,LSU,17,23,40,-6,LSU,False,False
2014-11-28,2014,Western Michigan,Northern Illinois,21,31,52,-10,Northern Illinois,False,False
2014-11-28,2014,Marshall,Western Kentucky,66,67,133,-1,Western Kentucky,False,False
2014-11-28,2014,USF,UCF,0,16,16,-16,UCF,False,False
2014-11-28,2014,SMU,Houston,9,35,44,-26,Houston,False,False
2014-11-28,2014,Iowa,Nebraska,34,37,71,-3,Nebraska,False,False
2014-11-28,2014,Eastern Michigan,Toledo,16,52,68,-36,Toledo,False,False
2014-11-28,2014,Massachusetts,Buffalo,21,41,62,-20,Buffalo,False,False
2014-11-28,2014,Kent State,Akron,27,24,51,3,Kent State,False,False
2014-11-28,2014,Bowling Green,Ball State,24,41,65,-17,Ball State,False,False
2014-11-28,2014,Missouri,Arkansas,21,14,35,7,Missouri,False,False
2014-11-28,2014,South Alabama,Navy,40,42,82,-2,Navy,False,False
2014-11-28,2014,Air Force,Colorado State,27,24,51,3,Air Force,False,False
2014-11-28,2014,UCLA,Stanford,10,31,41,-21,Stanford,False,False
2014-11-28,2014,Arizona,Arizona State,42,35,77,7,Arizona,False,False
2014-11-28,2014,Virginia Tech,Virginia,24,20,44,4,Virginia Tech,False,False
2014-11-28,2014,Tulsa,East Carolina,32,49,81,-17,East Carolina,False,False
2014-11-29,2014,UTSA,North Texas,34,27,61,7,UTSA,False,False
2014-11-29,2014,Louisiana Tech,Rice,76,31,107,45,Louisiana Tech,False,False
2014-11-29,2014,Florida Atlantic,Old Dominion,28,31,59,-3,Old Dominion,False,False
2014-11-29,2014,Indiana,Purdue,23,16,39,7,Indiana,False,False
2014-11-29,2014,Northwestern,Illinois,33,47,80,-14,Illinois,False,False
2014-11-29,2014,Iowa State,West Virginia,24,37,61,-13,West Virginia,False,False
2014-11-29,2014,Temple,Cincinnati,6,14,20,-8,Cincinnati,False,False
2014-11-29,2014,Louisville,Kentucky,44,40,84,4,Louisville,False,False
2014-11-29,2014,Clemson,South Carolina,35,17,52,18,Clemson,False,False
2014-11-29,2014,Georgia,Georgia Tech,24,30,54,-6,Georgia Tech,False,False
2014-11-29,2014,Ohio State,Michigan,42,28,70,14,Ohio State,False,False
2014-11-29,2014,Boston College,Syracuse,28,7,35,21,Boston College,False,False
2014-11-29,2014,North Carolina,NC State,7,35,42,-28,NC State,False,False
2014-11-29,2014,Troy,UL-Lafayette,23,42,65,-19,UL-Lafayette,False,False
2014-11-29,2014,Colorado,Utah,34,38,72,-4,Utah,False,False
2014-11-29,2014,Appalachian State,Idaho,45,28,73,17,Appalachian State,False,False
2014-11-29,2014,Georgia State,Texas State,31,54,85,-23,Texas State,False,False
2014-11-29,2014,New Mexico,Wyoming,36,30,66,6,New Mexico,False,False
2014-11-29,2014,Arkansas State,New Mexico State,68,35,103,33,Arkansas State,False,False
2014-11-29,2014,Maryland,Rutgers,38,41,79,-3,Rutgers,False,False
2014-11-29,2014,Southern Miss,UAB,24,45,69,-21,UAB,False,False
2014-11-29,2014,San Diego State,San Jose State,38,7,45,31,San Diego State,False,False
2014-11-29,2014,USC,Notre Dame,49,14,63,35,USC,False,False
2014-11-29,2014,Texas Tech,Baylor,46,48,94,-2,Baylor,True,False
2014-11-29,2014,Wisconsin,Minnesota,34,24,58,10,Wisconsin,False,False
2014-11-29,2014,Penn State,Michigan State,10,34,44,-24,Michigan State,False,False
2014-11-29,2014,Ole Miss,Mississippi State,31,17,48,14,Ole Miss,False,False
2014-11-29,2014,Florida State,Florida,24,19,43,5,Florida State,False,False
2014-11-29,2014,Kansas State,Kansas,51,13,64,38,Kansas State,False,False
2014-11-29,2014,Memphis,Connecticut,41,10,51,31,Memphis,False,False
2014-11-29,2014,Vanderbilt,Tennessee,17,24,41,-7,Tennessee,False,False
2014-11-29,2014,California,BYU,35,42,77,-7,BYU,False,False
2014-11-29,2014,Georgia Southern,UL-Monroe,22,16,38,6,Georgia Southern,False,False
2014-11-29,2014,Duke,Wake Forest,41,21,62,20,Duke,False,False
2014-11-29,2014,Miami (FL),Pittsburgh,23,35,58,-12,Pittsburgh,False,False
2014-11-29,2014,UTEP,Middle Tennessee,24,21,45,3,UTEP,False,False
2014-11-29,2014,Fresno State,Hawaii,28,21,49,7,Fresno State,False,False
2014-11-29,2014,Alabama,Auburn,55,44,99,11,Alabama,False,False
2014-11-29,2014,Oregon State,Oregon,19,47,66,-28,Oregon,False,False
2014-11-29,2014,Boise State,Utah State,50,19,69,31,Boise State,False,False
2014-11-29,2014,UNLV,Nevada,27,49,76,-22,Nevada,False,False
2014-11-29,2014,Washington State,Washington,13,31,44,-18,Washington,False,False
2014-12-04,2014,East Carolina,UCF,30,32,62,-2,UCF,False,False
2014-12-05,2014,Bowling Green,Northern Illinois,17,51,68,-34,Northern Illinois,True,False
2014-12-05,2014,Oregon,Arizona,51,13,64,38,Oregon,True,False
2014-12-06,2014,TCU,Iowa State,55,3,58,52,TCU,False,False
2014-12-06,2014,Cincinnati,Houston,38,31,69,7,Cincinnati,False,False
2014-12-06,2014,Connecticut,SMU,20,27,47,-7,SMU,False,False
2014-12-06,2014,Marshall,Louisiana Tech,26,23,49,3,Marshall,False,False
2014-12-06,2014,Oklahoma,Oklahoma State,35,38,73,-3,Oklahoma State,False,False
2014-12-06,2014,Missouri,Alabama,13,42,55,-29,Alabama,True,False
2014-12-06,2014,Tulane,Temple,3,10,13,-7,Temple,False,False
2014-12-06,2014,Baylor,Kansas State,38,27,65,11,Baylor,False,False
2014-12-06,2014,Georgia Tech,Florida State,35,37,72,-2,Florida State,True,False
2014-12-06,2014,Ohio State,Wisconsin,59,0,59,59,Ohio State,True,False
2014-12-06,2014,Boise State,Fresno State,28,14,42,14,Boise State,False,False
2014-12-13,2014,Army,Navy,10,17,27,-7,Navy,True,False
2014-12-20,2014,UL-Lafayette,Nevada,16,3,19,13,UL-Lafayette,True,True
2014-12-20,2014,UTEP,Utah State,6,21,27,-15,Utah State,True,True
2014-12-20,2014,Colorado State,Utah,10,45,55,-35,Utah,True,True
2014-12-20,2014,Air Force,Western Michigan,38,24,62,14,Air Force,True,True
2014-12-20,2014,Bowling Green,South Alabama,33,28,61,5,Bowling Green,True,True
2014-12-22,2014,Memphis,BYU,55,48,103,7,Memphis,True,True
2014-12-23,2014,Northern Illinois,Marshall,23,52,75,-29,Marshall,True,True
2014-12-23,2014,San Diego State,Navy,16,17,33,-1,Navy,True,True
2014-12-24,2014,Western Kentucky,Central Michigan,49,48,97,1,Western Kentucky,True,True
2014-12-24,2014,Rice,Fresno State,30,6,36,24,Rice,True,True
2014-12-26,2014,Louisiana Tech,Illinois,35,18,53,17,Louisiana Tech,True,True
2014-12-26,2014,North Carolina,Rutgers,21,40,61,-19,Rutgers,True,True
2014-12-26,2014,UCF,NC State,27,34,61,-7,NC State,True,True
2014-12-27,2014,Virginia Tech,Cincinnati,33,17,50,16,Virginia Tech,True,True
2014-12-27,2014,Duke,Arizona State,31,36,67,-5,Arizona State,True,True
2014-12-27,2014,South Carolina,Miami (FL),24,21,45,3,South Carolina,True,True
2014-12-27,2014,Penn State,Boston College,31,30,61,1,Penn State,True,True
2014-12-27,2014,USC,Nebraska,45,42,87,3,USC,True,True
2014-12-29,2014,West Virginia,Texas A&M,37,45,82,-8,Texas A&M,True,True
2014-12-29,2014,Clemson,Oklahoma,40,6,46,34,Clemson,True,True
2014-12-29,2014,Texas,Arkansas,7,31,38,-24,Arkansas,True,True
2014-12-30,2014,LSU,Notre Dame,28,31,59,-3,Notre Dame,True,True
2014-12-30,2014,Louisville,Georgia,14,37,51,-23,Georgia,True,True
2014-12-30,2014,Stanford,Maryland,45,21,66,24,Stanford,True,True
2014-12-31,2014,TCU,Ole Miss,42,3,45,39,TCU,True,True
2014-12-31,2014,Arizona,Boise State,30,38,68,-8,Boise State,True,True
2014-12-31,2014,Georgia Tech,Mississippi State,49,34,83,15,Georgia Tech,True,True
2015-01-01,2014,Wisconsin,Auburn,34,31,65,3,Wisconsin,True,True
2015-01-01,2014,Baylor,Michigan State,41,42,83,-1,Michigan State,True,True
2015-01-01,2014,Minnesota,Missouri,17,33,50,-16,Missouri,True,True
2015-01-01,2014,Florida State,Oregon,20,59,79,-39,Oregon,True,True
2015-01-01,2014,Ohio State,Alabama,42,35,77,7,Ohio State,True,True
2015-01-02,2014,Pittsburgh,Houston,34,35,69,-1,Houston,True,True
2015-01-02,2014,Tennessee,Iowa,45,28,73,17,Tennessee,True,True
2015-01-02,2014,UCLA,Kansas State,40,35,75,5,UCLA,True,True
2015-01-02,2014,Oklahoma State,Washington,30,22,52,8,Oklahoma State,True,True
2015-01-03,2014,Florida,East Carolina,28,20,48,8,Florida,True,True
2015-01-04,2014,Arkansas State,Toledo,44,63,107,-19,Toledo,True,True
2015-01-12,2014,Ohio State,Oregon,42,20,62,22,Ohio State,True,True
2015-09-03,2015,South Carolina,North Carolina,17,13,30,4,South Carolina,True,False
2015-09-03,2015,UCF,FIU,14,15,29,-1,FIU,False,False
2015-09-03,2015,Wake Forest,Elon University,41,3,44,38,Wake Forest,False,False
2015-09-03,2015,Central Michigan,Oklahoma State,13,24,37,-11,Oklahoma State,False,False
2015-09-03,2015,Ball State,Virginia Military,48,36,84,12,Ball State,False,False
2015-09-03,2015,Georgia Tech,Alcorn State,69,6,75,63,Georgia Tech,False,False
2015-09-03,2015,Connecticut,Villanova,20,15,35,5,Connecticut,False,False
2015-09-03,2015,Vanderbilt,Western Kentucky,12,14,26,-2,Western Kentucky,False,False
2015-09-03,2015,Utah,Michigan,24,17,41,7,Utah,False,False
2015-09-03,2015,Idaho,Ohio,28,45,73,-17,Ohio,False,False
2015-09-03,2015,Minnesota,TCU,17,23,40,-6,TCU,False,False
2015-09-03,2015,Utah State,Southern Utah,12,9,21,3,Utah State,False,False
2015-09-03,2015,Tulane,Duke,7,37,44,-30,Duke,False,False
2015-09-03,2015,Nevada,UC-Davis,31,17,48,14,Nevada,False,False
2015-09-03,2015,San Jose State,New Hampshire,43,13,56,30,San Jose State,False,False
2015-09-03,2015,Fresno State,Abilene Christian,34,13,47,21,Fresno State,False,False
2015-09-03,2015,Arizona,UTSA,42,32,74,10,Arizona,False,False
2015-09-03,2015,Hawaii,Colorado,28,20,48,8,Hawaii,False,False
2015-09-04,2015,Georgia State,Charlotte,20,23,43,-3,Charlotte,False,False
2015-09-04,2015,Syracuse,Rhode Island,47,0,47,47,Syracuse,False,False
2015-09-04,2015,Army,Fordham,35,37,72,-2,Fordham,False,False
2015-09-04,2015,Western Michigan,Michigan State,24,37,61,-13,Michigan State,False,False
2015-09-04,2015,SMU,Baylor,21,56,77,-35,Baylor,False,False
2015-09-04,2015,Oregon State,Weber State,26,7,33,19,Oregon State,False,False
2015-09-04,2015,Boise State,Washington,16,13,29,3,Boise State,False,False
2015-09-05,2015,Navy,Colgate,48,10,58,38,Navy,False,False
2015-09-05,2015,Rutgers,Norfolk State,63,13,76,50,Rutgers,False,False
2015-09-05,2015,Maryland,Richmond,50,21,71,29,Maryland,False,False
2015-09-05,2015,Iowa,Illinois State,31,14,45,17,Iowa,False,False
2015-09-05,2015,Georgia,UL-Monroe,51,14,65,37,Georgia,False,False
2015-09-05,2015,Kansas,South Dakota State,38,41,79,-3,South Dakota State,False,False
2015-09-05,2015,Northwestern,Stanford,16,6,22,10,Northwestern,False,False
2015-09-05,2015,Ole Miss,Tennessee-Martin,76,3,79,73,Ole Miss,False,False
2015-09-05,2015,Clemson,Wofford,49,10,59,39,Clemson,False,False
2015-09-05,2015,Pittsburgh,Youngstown State,45,37,82,8,Pittsburgh,False,False
2015-09-05,2015,Boston College,Maine,24,3,27,21,Boston College,False,False
2015-09-05,2015,Illinois,Kent State,52,3,55,49,Illinois,False,False
2015-09-05,2015,Washington State,Portland State,17,24,41,-7,Portland State,False,False
2015-09-05,2015,Nebraska,BYU,28,33,61,-5,BYU,False,False
2015-09-05,2015,Texas Tech,Sam Houston State,59,45,104,14,Texas Tech,False,False
2015-09-05,2015,Tulsa,Florida Atlantic,47,44,91,3,Tulsa,False,False
2015-09-05,2015,Air Force,Morgan State,63,7,70,56,Air Force,False,False
2015-09-05,2015,Buffalo,Albany,51,14,65,37,Buffalo,False,False
2015-09-05,2015,Miami (OH),Presbyterian,26,7,33,19,Miami (OH),False,False
2015-09-05,2015,Appalachian State,Howard,49,0,49,49,Appalachian State,False,False
2015-09-05,2015,Eastern Michigan,Old Dominion,34,38,72,-4,Old Dominion,False,False
2015-09-05,2015,Temple,Penn State,27,10,37,17,Temple,False,False
2015-09-05,2015,UCLA,Virginia,34,16,50,18,UCLA,False,False
2015-09-05,2015,Auburn,Louisville,31,24,55,7,Auburn,True,False
2015-09-05,2015,Arkansas,UTEP,48,13,61,35,Arkansas,False,False
2015-09-05,2015,Wyoming,North Dakota,13,24,37,-11,North Dakota,False,False
2015-09-05,2015,Colorado State,Savannah State,65,13,78,52,Colorado State,False,False
2015-09-05,2015,Indiana,Southern Illinois,48,47,95,1,Indiana,False,False
2015-09-05,2015,Tennessee,Bowling Green,59,30,89,29,Tennessee,True,False
2015-09-05,2015,Missouri,SE Missouri State,34,3,37,31,Missouri,False,False
2015-09-05,2015,Rice,Wagner,56,16,72,40,Rice,False,False
2015-09-05,2015,California,Grambling State,73,14,87,59,California,False,False
2015-09-05,2015,South Alabama,Gardner Webb,33,23,56,10,South Alabama,False,False
2015-09-05,2015,Miami (FL),Bethune Cookman,45,0,45,45,Miami (FL),False,False
2015-09-05,2015,NC State,Troy,49,21,70,28,NC State,False,False
2015-09-05,2015,East Carolina,Towson,28,20,48,8,East Carolina,False,False
2015-09-05,2015,Memphis,Missouri State,63,7,70,56,Memphis,False,False
2015-09-05,2015,USF,Florida A&M,51,3,54,48,USF,False,False
2015-09-05,2015,Louisiana Tech,Southern,62,15,77,47,Louisiana Tech,False,False
2015-09-05,2015,Kentucky,UL-Lafayette,40,33,73,7,Kentucky,False,False
2015-09-05,2015,Middle Tennessee,Jackson State,70,14,84,56,Middle Tennessee,False,False
2015-09-05,2015,Oklahoma,Akron,41,3,44,38,Oklahoma,False,False
2015-09-05,2015,Texas A&M,Arizona State,38,17,55,21,Texas A&M,True,False
2015-09-05,2015,Kansas State,South Dakota,34,0,34,34,Kansas State,False,False
2015-09-05,2015,Florida,New Mexico State,61,13,74,48,Florida,False,False
2015-09-05,2015,West Virginia,Georgia Southern,44,0,44,44,West Virginia,False,False
2015-09-05,2015,Northern Illinois,UNLV,38,30,68,8,Northern Illinois,False,False
2015-09-05,2015,Notre Dame,Texas,38,3,41,35,Notre Dame,False,False
2015-09-05,2015,Alabama,Wisconsin,35,17,52,18,Alabama,True,False
2015-09-05,2015,Oregon,Eastern Washington,61,42,103,19,Oregon,False,False
2015-09-05,2015,Iowa State,Northern Iowa,31,7,38,24,Iowa State,False,False
2015-09-05,2015,Houston,Tennessee Tech,52,24,76,28,Houston,False,False
2015-09-05,2015,San Diego State,San Diego,37,3,40,34,San Diego State,False,False
2015-09-05,2015,New Mexico,Mississippi Valley State,66,0,66,66,New Mexico,False,False
2015-09-05,2015,Cincinnati,Alabama A&M,52,10,62,42,Cincinnati,False,False
2015-09-05,2015,Florida State,Texas State,59,16,75,43,Florida State,False,False
2015-09-05,2015,Southern Miss,Mississippi State,16,34,50,-18,Mississippi State,False,False
2015-09-05,2015,USC,Arkansas State,55,6,61,49,USC,False,False
2015-09-06,2015,Marshall,Purdue,41,31,72,10,Marshall,False,False
2015-09-07,2015,Virginia Tech,Ohio State,24,42,66,-18,Ohio State,False,False
2015-09-10,2015,Western Kentucky,Louisiana Tech,41,38,79,3,Western Kentucky,False,False
2015-09-11,2015,Florida Atlantic,Miami (FL),20,44,64,-24,Miami (FL),False,False
2015-09-11,2015,Utah,Utah State,24,14,38,10,Utah,False,False
2015-09-12,2015,Florida State,USF,34,14,48,20,Florida State,False,False
2015-09-12,2015,Connecticut,Army,22,17,39,5,Connecticut,False,False
2015-09-12,2015,UTSA,Kansas State,3,30,33,-27,Kansas State,False,False
2015-09-12,2015,Illinois,Western Illinois,44,0,44,44,Illinois,False,False
2015-09-12,2015,Maryland,Bowling Green,27,48,75,-21,Bowling Green,False,False
2015-09-12,2015,Purdue,Indiana State,38,14,52,24,Purdue,False,False
2015-09-12,2015,Auburn,Jacksonville State,27,20,47,7,Auburn,False,False
2015-09-12,2015,Michigan,Oregon State,35,7,42,28,Michigan,False,False
2015-09-12,2015,Wisconsin,Miami (OH),58,0,58,58,Wisconsin,False,False
2015-09-12,2015,Charlotte,Presbyterian,34,10,44,24,Charlotte,False,False
2015-09-12,2015,Penn State,Buffalo,27,14,41,13,Penn State,False,False
2015-09-12,2015,Louisville,Houston,31,34,65,-3,Houston,False,False
2015-09-12,2015,Syracuse,Wake Forest,30,17,47,13,Syracuse,False,False
2015-09-12,2015,Clemson,Appalachian State,41,10,51,31,Clemson,False,False
2015-09-12,2015,Boston College,Howard,76,0,76,76,Boston College,False,False
2015-09-12,2015,Washington,Sacramento State,49,0,49,49,Washington,False,False
2015-09-12,2015,Colorado,Massachusetts,48,14,62,34,Colorado,False,False
2015-09-12,2015,West Virginia,Liberty,41,17,58,24,West Virginia,False,False
2015-09-12,2015,Central Michigan,Monmouth,31,10,41,21,Central Michigan,False,False
2015-09-12,2015,Texas Tech,UTEP,69,20,89,49,Texas Tech,False,False
2015-09-12,2015,Northern Illinois,Murray State,57,26,83,31,Northern Illinois,False,False
2015-09-12,2015,Southern Miss,Austin Peay,52,6,58,46,Southern Miss,False,False
2015-09-12,2015,Colorado State,Minnesota,20,23,43,-3,Minnesota,False,False
2015-09-12,2015,Rutgers,Washington State,34,37,71,-3,Washington State,False,False
2015-09-12,2015,Virginia Tech,Furman,42,3,45,39,Virginia Tech,False,False
2015-09-12,2015,Ohio State,Hawaii,38,0,38,38,Ohio State,False,False
2015-09-12,2015,TCU,Stephen F. Austin,70,7,77,63,TCU,False,False
2015-09-12,2015,Ole Miss,Fresno State,73,21,94,52,Ole Miss,False,False
2015-09-12,2015,Virginia,Notre Dame,27,34,61,-7,Notre Dame,False,False
2015-09-12,2015,Vanderbilt,Georgia,14,31,45,-17,Georgia,False,False
2015-09-12,2015,Georgia Tech,Tulane,65,10,75,55,Georgia Tech,False,False
2015-09-12,2015,Alabama,Middle Tennessee,37,10,47,27,Alabama,False,False
2015-09-12,2015,Wyoming,Eastern Michigan,29,48,77,-19,Eastern Michigan,False,False
2015-09-12,2015,Northwestern,Eastern Illinois,41,0,41,41,Northwestern,False,False
2015-09-12,2015,Arkansas,Toledo,12,16,28,-4,Toledo,False,False
2015-09-12,2015,Iowa State,Iowa,17,31,48,-14,Iowa,False,False
2015-09-12,2015,California,San Diego State,35,7,42,28,California,False,False
2015-09-12,2015,Duke,North Carolina Central,55,0,55,55,Duke,False,False
2015-09-12,2015,NC State,Eastern Kentucky,35,0,35,35,NC State,False,False
2015-09-12,2015,Kent State,Delaware State,45,13,58,32,Kent State,False,False
2015-09-12,2015,North Carolina,North Carolina A&T,53,14,67,39,North Carolina,False,False
2015-09-12,2015,Akron,Pittsburgh,7,24,31,-17,Pittsburgh,False,False
2015-09-12,2015,Georgia Southern,Western Michigan,43,17,60,26,Georgia Southern,False,False
2015-09-12,2015,Tennessee,Oklahoma,24,31,55,-7,Oklahoma,False,False
2015-09-12,2015,Texas A&M,Ball State,56,23,79,33,Texas A&M,False,False
2015-09-12,2015,Texas State,Prairie View A&M,63,24,87,39,Texas State,False,False
2015-09-12,2015,UL-Monroe,Nicholls State,47,0,47,47,UL-Monroe,False,False
2015-09-12,2015,UL-Lafayette,Northwestern State,44,17,61,27,UL-Lafayette,False,False
2015-09-12,2015,SMU,North Texas,31,13,44,18,SMU,False,False
2015-09-12,2015,Ohio,Marshall,21,10,31,11,Ohio,False,False
2015-09-12,2015,Kansas,Memphis,23,55,78,-32,Memphis,False,False
2015-09-12,2015,Troy,Charleston Southern,44,16,60,28,Troy,False,False
2015-09-12,2015,Nevada,Arizona,20,44,64,-24,Arizona,False,False
2015-09-12,2015,Arkansas State,Missouri,20,27,47,-7,Missouri,False,False
2015-09-12,2015,Florida,East Carolina,31,24,55,7,Florida,False,False
2015-09-12,2015,Old Dominion,Norfolk State,24,10,34,14,Old Dominion,False,False
2015-09-12,2015,Baylor,Lamar,66,31,97,35,Baylor,False,False
2015-09-12,2015,South Carolina,Kentucky,22,26,48,-4,Kentucky,False,False
